Date,Open,High,Low,Close,Volume,Adj Close
2008-09-23,2239.18,2245.69,2230.95,2230.95,5095000,2230.95
2008-09-22,2250.32,2257.25,2239.18,2239.18,3384000,2239.18
2008-09-19,2221.97,2263.85,2221.97,2250.32,11799400,2250.32
2008-09-18,2280.25,2287.75,2221.97,2221.97,12063800,2221.97
2008-09-17,2321.16,2324.39,2280.25,2280.25,6743600,2280.25
2008-09-16,2338.33,2340.97,2321.16,2321.16,11251400,2321.16
2008-09-15,2355.63,2358.02,2338.33,2338.33,4739000,2338.33
2008-09-12,2372.04,2376.2,2355.63,2355.63,4685400,2355.63
2008-09-11,2384.05,2390.93,2372.04,2372.04,7268800,2372.04
2008-09-10,2388.28,2404.11,2384.05,2384.05,5693600,2384.05
2008-09-09,2394.63,2404.14,2388.28,2388.28,8660200,2388.28
2008-09-08,2398.3,2410.48,2394.63,2394.63,7610000,2394.63
2008-09-05,2397.52,2407.57,2397.52,2398.3,6915000,2398.3
2008-09-04,2393.98,2403.78,2393.98,2397.52,5554400,2397.52
2008-09-03,2400.74,2412.08,2393.71,2393.71,9422600,2393.71
2008-09-02,2408.18,2415.76,2400.34,2400.34,9648600,2400.34
2008-09-01,2408.75,2415.68,2408.18,2408.18,3368200,2408.18
2008-08-29,2421.24,2424.17,2408.64,2408.64,9260600,2408.64
2008-08-28,2407.62,2422.28,2407.62,2421.24,14736400,2421.24
2008-08-27,2404.11,2425.88,2404.11,2406.39,12091400,2406.39
2008-08-26,2409.72,2418.32,2404,2404,12721600,2404
2008-08-25,2414.31,2419.02,2409.63,2409.63,4116400,2409.63
2008-08-22,2424.54,2431.33,2414.37,2414.37,6665600,2414.37
2008-08-21,2425.23,2438.22,2424.71,2424.71,6871800,2424.71
2008-08-20,2438.61,2440.59,2425.23,2425.23,3342400,2425.23
2008-08-19,2428.89,2440.36,2428.89,2438.61,4059000,2438.61
2008-08-18,2431.81,2436.89,2428.89,2428.89,6906600,2428.89
2008-08-15,2435.29,2446.4,2431.81,2431.81,7237200,2431.81
2008-08-14,2451.24,2456.14,2435.25,2435.25,11674600,2435.25
2008-08-13,2447.18,2456.91,2447.18,2451.23,14843800,2451.23
2008-08-12,2464.54,2469.2,2447.18,2447.18,11969200,2447.18
2008-08-11,2466.56,2473.95,2464.47,2464.47,6796200,2464.47
2008-08-08,2465.48,2472.72,2465.48,2466.56,12502200,2466.56
2008-08-07,2471.8,2478.9,2465.48,2465.48,27149800,2465.48
2008-08-06,2454.84,2478.18,2454.84,2471.8,11949800,2471.8
2008-08-05,2480.6,2482.12,2454.83,2454.83,10183000,2454.83
2008-08-04,2473.45,2493.36,2473.45,2480.6,9188000,2480.6
2008-08-01,2463.44,2477.37,2463.44,2470.3,13258200,2470.3
2008-07-31,2429.19,2465.03,2429.19,2463.41,10556200,2463.41
2008-07-30,2408.7,2433.16,2408.7,2429.14,9540200,2429.14
2008-07-29,2404.56,2423.91,2404.56,2408.7,10505400,2408.7
2008-07-28,2370.1,2403.71,2370.1,2403.59,57612200,2403.59
2008-07-25,2383.83,2386.36,2370.1,2370.1,4708400,2370.1
2008-07-24,2356.54,2385.3,2356.54,2383.83,3821600,2383.83
2008-07-23,2338.63,2376.9,2338.63,2356.53,4638600,2356.53
2008-07-22,2380.57,2381.5,2338.63,2338.63,4096200,2338.63
2008-07-21,2412.38,2414.12,2380.57,2380.57,5228600,2380.57
2008-07-18,2415.12,2416.2,2412.38,2412.38,5114400,2412.38
2008-07-16,2440.15,2441.57,2415.07,2415.07,4551200,2415.07
2008-07-15,2444.86,2460.91,2440.15,2440.15,12886600,2440.15
2008-07-14,2425.46,2455.47,2425.46,2444.86,5114600,2444.86
2008-07-11,2405.6,2435.11,2405.6,2425.42,15490400,2425.42
2008-07-10,2381.58,2409.11,2381.58,2405.6,5057400,2405.6
2008-07-09,2372.5,2393.81,2372.5,2381.61,3802400,2381.61
2008-07-08,2401.17,2402.13,2372.5,2372.5,7822000,2372.5
2008-07-07,2404.54,2411.02,2401.17,2401.17,3714000,2401.17
2008-07-04,2420.06,2423.74,2404.54,2404.54,7803200,2404.54
2008-07-03,2433.35,2439.97,2420.06,2420.06,9107600,2420.06
2008-07-02,2439.96,2447.96,2433.35,2433.35,9079600,2433.35
2008-07-01,2457.84,2458,2439.96,2439.96,18615800,2439.96
2008-06-30,2470.43,2471.6,2457.84,2457.84,12394800,2457.84
2008-06-27,2479.21,2489.88,2470.43,2470.43,8051600,2470.43
2008-06-26,2479.92,2489.92,2479.21,2479.21,8724400,2479.21
2008-06-25,2481.33,2484.23,2479.92,2479.92,8460000,2479.92
2008-06-24,2479.53,2492.72,2479.53,2481.33,17897800,2481.33
2008-06-23,2459.98,2496.01,2459.98,2479.53,29942200,2479.53
2008-06-20,2433.07,2465.69,2432.41,2459.98,45619800,2459.98
2008-06-19,2440.37,2447.23,2433.07,2433.07,13550800,2433.07
2008-06-17,2444.91,2453.77,2440.37,2440.37,4040400,2440.37
2008-06-16,2455.37,2467.6,2444.91,2444.91,8361200,2444.91
2008-06-13,2459.99,2469.16,2455.37,2455.37,4354200,2455.37
2008-06-12,2474.93,2483.34,2459.99,2459.99,2759200,2459.99
2008-06-11,2489.25,2491.25,2474.93,2474.93,4946600,2474.93
2008-06-10,2492.68,2506.17,2489.25,2489.25,9488200,2489.25
2008-06-09,2499.61,2508.61,2492.68,2492.68,8251400,2492.68
2008-06-06,2516.49,2519.28,2498.35,2499.61,4058600,2499.61
2008-06-05,2491.68,2516.91,2491.68,2516.49,4964600,2516.49
2008-06-04,2520.43,2528.26,2491.68,2491.68,7957200,2491.68
2008-06-03,2527.41,2540.6,2520.43,2520.43,6391400,2520.43
2008-06-02,2538.36,2561.11,2527.41,2527.41,4719400,2527.41
2008-05-30,2506.64,2541.55,2506.64,2538.36,12796400,2538.36
2008-05-29,2520.77,2528.26,2506.64,2506.64,13721800,2506.64
2008-05-28,2558.89,2558.99,2520.77,2520.77,4995000,2520.77
2008-05-27,2572.03,2580.08,2558.89,2558.89,5296200,2558.89
2008-05-26,2585.78,2604.19,2572.03,2572.03,6984800,2572.03
2008-05-23,2598.93,2598.94,2585.78,2585.78,9114600,2585.78
2008-05-22,2586.81,2603.6,2586.81,2598.93,5986400,2598.93
2008-05-21,2596.64,2601.22,2586.81,2586.81,2854600,2586.81
2008-05-16,2609.85,2614.95,2596.64,2596.64,6657200,2596.64
2008-05-15,2607.9,2619.25,2607.9,2609.85,4251000,2609.85
2008-05-14,2613.89,2625.85,2607.9,2607.9,4995600,2607.9
2008-05-13,2631.73,2635.78,2613.89,2613.89,7585400,2613.89
2008-05-12,2641.24,2644.38,2631.73,2631.73,9334000,2631.73
2008-05-09,2646.96,2648.75,2641.24,2641.24,18575000,2641.24
2008-05-08,2642.73,2654.41,2642.73,2646.96,7866800,2646.96
2008-05-07,2645.5,2650.07,2642.63,2642.63,8064400,2642.63
2008-05-06,2648.23,2661.54,2645.5,2645.5,13290200,2645.5
2008-05-05,2635.74,2650.15,2635.74,2648.23,12485400,2648.23
2008-05-02,2633.56,2644.78,2633.56,2635.74,6017400,2635.74
2008-04-30,2631.12,2640.8,2631.12,2632.96,6434000,2632.96
2008-04-29,2638.08,2647.02,2631.01,2631.01,6086400,2631.01
2008-04-28,2651.64,2663.24,2638.08,2638.08,14617800,2638.08
2008-04-25,2677.5,2683.72,2651.64,2651.64,32265800,2651.64
2008-04-24,2681.27,2686.06,2677.5,2677.5,6146200,2677.5
2008-04-23,2674.09,2691.42,2674.09,2681.27,11163200,2681.27
2008-04-22,2662.93,2682.03,2662.93,2673.01,63002800,2673.01
2008-04-21,2671.94,2674.7,2662.93,2662.93,67017600,2662.93
2008-04-17,2647.75,2671.83,2647.75,2671.83,15123200,2671.83
2008-04-16,2625.61,2649.69,2625.61,2647.75,38430800,2647.75
2008-04-15,2614.63,2636.2,2614.63,2625.61,4113400,2625.61
2008-04-10,2606.95,2622.19,2606.95,2614.63,5204600,2614.63
2008-04-09,2617.74,2617.74,2606.97,2606.97,13077600,2606.97
2008-04-08,2607.82,2619.84,2607.82,2617.74,4819800,2617.74
2008-04-07,2624.97,2625.75,2607.82,2607.82,12543200,2607.82
2008-04-04,2629.5,2632.98,2618.67,2624.97,5626100,2624.97
2008-04-03,2629.57,2642.67,2629.5,2629.5,11887400,2629.5
2008-04-02,2620.53,2642.31,2620.53,2629.54,43827600,2629.54
2008-04-01,2550.47,2629.99,2550.47,2620.53,665588700,2620.53
2008-03-31,2564.86,2566.02,2550.47,2550.47,11786400,2550.47
2008-03-28,2548.31,2569.23,2548.31,2564.86,11014600,2564.86
2008-03-27,2549.56,2554.1,2548.31,2548.31,12029000,2548.31
2008-03-26,2545.99,2552.16,2545.99,2549.56,13136000,2549.56
2008-03-25,2526.07,2554.25,2526.07,2545.78,10992600,2545.78
2008-03-24,2536.51,2542.02,2526.04,2526.04,14678200,2526.04
2008-03-19,2551.29,2562.58,2536.18,2536.18,14097600,2536.18
2008-03-18,2543.32,2570.64,2543.32,2551.29,10847800,2551.29
2008-03-17,2565.95,2569.15,2543.18,2543.18,35391400,2543.18
2008-03-14,2570.52,2573.99,2566.03,2566.03,20257400,2566.03
2008-03-13,2577.07,2578.86,2570.4,2570.4,12686800,2570.4
2008-03-12,2571.52,2588.4,2571.52,2577.03,25001400,2577.03
2008-03-11,2567.47,2575.67,2567.47,2571.52,17835800,2571.52
2008-03-10,2567.82,2582.65,2567.45,2567.45,16199200,2567.45
2008-03-07,2566.23,2586.34,2566.23,2567.79,15702000,2567.79
2008-03-05,2562.25,2576.94,2562.25,2566.23,11885800,2566.23
2008-03-04,2533.47,2572.06,2533.47,2562.25,19943600,2562.25
2008-03-03,2530.86,2547.13,2530.86,2533.54,11854400,2533.54
2008-02-29,2539.94,2546.56,2530.86,2530.86,17991000,2530.86
2008-02-28,2534.19,2549.3,2534.19,2539.94,21872200,2539.94
2008-02-27,2527.63,2537.29,2527.63,2534.19,52875600,2534.19
2008-02-26,2520.98,2533.24,2520.98,2527.62,16057800,2527.62
2008-02-25,2510.79,2533.21,2510.79,2520.98,16708800,2520.98
2008-02-22,2516.97,2523.18,2510.79,2510.79,10321400,2510.79
2008-02-21,2503.54,2521.23,2503.54,2516.97,16816000,2516.97
2008-02-19,2497.1,2509.73,2497.1,2503.54,23076000,2503.54
2008-02-15,2505.9,2505.95,2485.05,2485.05,5826600,2485.05
2008-02-14,2507.42,2518.23,2505.9,2505.9,5439400,2505.9
2008-02-13,2494.84,2509.4,2494.84,2507.42,13256400,2507.42
2008-02-12,2486.75,2507.02,2486.75,2494.84,9474600,2494.84
2008-02-11,2463.82,2502.43,2463.82,2485.77,22916200,2485.77
2008-02-08,2454.89,2471.4,2454.89,2463.82,3349200,2463.82
2008-02-07,2437.45,2463,2437.45,2454.89,3300200,2454.89
2008-02-06,2434.04,2448.79,2434.04,2437.45,10102400,2437.45
2008-02-05,2453.61,2456.23,2434.04,2434.04,5210000,2434.04
2008-02-01,2446.13,2459.93,2446.13,2453.56,7483200,2453.56
2008-01-31,2433.79,2457.23,2433.79,2446.13,16973800,2446.13
2008-01-30,2444.71,2458.98,2433.79,2433.79,4379400,2433.79
2008-01-29,2444.31,2454.11,2444.31,2444.71,4261400,2444.71
2008-01-28,2433.25,2453.36,2433.25,2444.31,4583000,2444.31
2008-01-25,2436.71,2444.18,2424.25,2433.5,2846600,2433.5
2008-01-24,2452.45,2467.2,2436.71,2436.71,3737800,2436.71
2008-01-23,2389.96,2472.3,2389.96,2452.39,13339000,2452.39
2008-01-21,2382.33,2403.65,2382.33,2387.93,3792600,2387.93
2008-01-18,2378.88,2397.54,2378.88,2382.33,6788800,2382.33
2008-01-17,2382.16,2388.62,2378.88,2378.88,2806400,2378.88
2008-01-16,2432.71,2438.99,2382.16,2382.16,4442600,2382.16
2008-01-14,2453.31,2468.02,2432.71,2432.71,3235400,2432.71
2008-01-11,2435.04,2456.11,2435.04,2446.38,3313000,2446.38
2008-01-10,2403.43,2452.34,2403.43,2434.95,6767000,2434.95
2008-01-09,2432.21,2441.58,2403.43,2403.43,5258400,2403.43
2008-01-08,2488.55,2495.66,2417.69,2432.21,7102800,2432.21
2008-01-07,2510.4,2518.24,2477.73,2488.55,4759600,2488.55
2008-01-04,2529.96,2529.96,2510.4,2510.4,6624800,2510.4
2008-01-03,2560.1,2563.22,2529.96,2529.96,5148600,2529.96
2008-01-02,2540.99,2585.9,2540.99,2560.1,3674600,2560.1
2007-12-31,2538.29,2550.54,2538.29,2540.99,6906800,2540.99
2007-12-28,2537.89,2550.22,2537.89,2538.29,17548200,2538.29
2007-12-27,2522.79,2548.02,2522.79,2537.89,4972600,2537.89
2007-12-26,2525.81,2532.67,2522.79,2522.79,4560200,2522.79
2007-12-24,2510.03,2532.41,2510.03,2525.81,9608400,2525.81
2007-12-20,2506.28,2522.45,2506.28,2510.03,4350400,2510.03
2007-12-19,2502.37,2520.72,2502.37,2506.28,15002600,2506.28
2007-12-18,2499.95,2518.97,2499.95,2502.37,7663000,2502.37
2007-12-17,2507.02,2512.69,2499.95,2499.95,3534200,2499.95
2007-12-14,2512.98,2517.23,2507.02,2507.02,4715800,2507.02
2007-12-13,2524.54,2529.57,2512.98,2512.98,3229200,2512.98
2007-12-12,2523.6,2544.62,2523.6,2524.54,9440200,2524.54
2007-12-11,2508.84,2529.87,2508.72,2523.6,10640000,2523.6
2007-12-10,2513.89,2522.84,2508.84,2508.84,4459800,2508.84
2007-12-07,2531.95,2533.26,2510.96,2513.89,6844600,2513.89
2007-12-06,2513.61,2534.13,2513.61,2531.95,9566600,2531.95
2007-12-05,2517.87,2524.3,2511.61,2513.61,5940200,2513.61
2007-12-04,2529.42,2547.76,2513.53,2517.87,5678600,2517.87
2007-12-03,2560.16,2566.76,2523.22,2529.42,6543800,2529.42
2007-11-30,2558.2,2572.38,2555.6,2560.16,10763000,2560.16
2007-11-29,2562.86,2567.54,2549.44,2558.2,10217800,2558.2
2007-11-28,2563.79,2580.46,2559.48,2562.86,5884600,2562.86
2007-11-27,2573.67,2578.36,2562.75,2563.79,12564800,2563.79
2007-11-26,2584.78,2594.16,2568.03,2573.67,6633000,2573.67
2007-11-23,2598.96,2604.53,2584.78,2584.78,9710000,2584.78
2007-11-22,2578.04,2612.47,2578.04,2598.96,49336800,2598.96
2007-11-21,2590.12,2600.45,2577.64,2578.04,6012800,2578.04
2007-11-20,2610.43,2627.71,2582.87,2590.12,4932000,2590.12
2007-11-19,2625.69,2628.86,2608.02,2610.43,10856200,2610.43
2007-11-16,2641.6,2645.27,2612.3,2625.69,14107600,2625.69
2007-11-15,2629.34,2648.53,2629.34,2641.6,20646000,2641.6
2007-11-14,2616.98,2636.09,2616.95,2629.34,8829800,2629.34
2007-11-13,2631.43,2643.45,2616.98,2616.98,5441200,2616.98
2007-11-12,2619.46,2637.69,2619.46,2631.43,8412400,2631.43
2007-11-09,2623.7,2631.27,2616,2619.46,10910200,2619.46
2007-11-07,2620.13,2628.26,2613.35,2623.7,28778800,2623.7
2007-11-06,2631.88,2639.03,2618.35,2620.13,9657200,2620.13
2007-11-05,2644.24,2660.14,2627.69,2631.88,12018000,2631.88
2007-11-02,2627.64,2656.33,2622.38,2644.24,20427000,2644.24
2007-11-01,2615.23,2637.24,2615.23,2627.64,16780600,2627.64
2007-10-31,2608.83,2619.71,2602.04,2615.23,14701600,2615.23
2007-10-30,2614.73,2616.68,2592.84,2608.83,20240200,2608.83
2007-10-29,2620.26,2634.31,2603.42,2614.73,8401000,2614.73
2007-10-26,2615.4,2621.19,2609.69,2620.26,7667200,2620.26
2007-10-24,2616.43,2620.72,2608.9,2615.42,8071800,2615.42
2007-10-23,2612.14,2626.59,2611.46,2616.43,9549600,2616.43
2007-10-22,2624.52,2630.61,2611.61,2612.14,6750800,2612.14
2007-10-19,2625.62,2633.97,2617.63,2624.52,9930000,2624.52
2007-10-18,2605.8,2644.47,2604.73,2625.62,46100600,2625.62
2007-10-17,2617.04,2621.47,2598.28,2605.87,16025200,2605.87
2007-10-16,2607.68,2627.37,2605.41,2617.04,20557000,2617.04
2007-10-15,2585.6,2611.35,2584.12,2607.68,9616400,2607.68
2007-10-12,2562.47,2589.54,2558.38,2585.6,12119600,2585.6
2007-10-11,2563.75,2564.81,2550.5,2562.47,12557800,2562.47
2007-10-10,2560.03,2571.31,2554.57,2563.75,4271200,2563.75
2007-10-09,2572.77,2573.46,2559.42,2560.03,4391600,2560.03
2007-10-08,2586.65,2589.79,2569.47,2572.77,2386200,2572.77
2007-10-05,2589.78,2600.83,2582.53,2586.65,6119800,2586.65
2007-10-04,2578.25,2592.26,2578.23,2589.78,6446000,2589.78
2007-10-03,2573.75,2588.32,2568.35,2578.25,9301200,2578.25
2007-10-02,2560.68,2576.28,2560.55,2573.75,2980400,2573.75
2007-10-01,2556.62,2573.8,2555.97,2560.68,4806600,2560.68
2007-09-28,2566.13,2569.07,2555.97,2556.62,6634600,2556.62
2007-09-27,2582.28,2592.57,2561.61,2566.13,3148000,2566.13
2007-09-25,2587.11,2589.19,2579.5,2582.28,8546800,2582.28
2007-09-24,2584.77,2600.67,2579.05,2587.11,79901800,2587.11
2007-09-21,2574.03,2588.47,2572.24,2584.77,3940200,2584.77
2007-09-20,2588.62,2595.08,2571.6,2574.03,4524800,2574.03
2007-09-19,2606.91,2613.29,2588.62,2588.62,3587200,2588.62
2007-09-18,2637.16,2637.75,2602.29,2606.91,6548200,2606.91
2007-09-17,2632.42,2646.9,2623.75,2637.16,8790000,2637.16
2007-09-14,2649.95,2660.99,2631.35,2632.42,14808200,2632.42
2007-09-13,2615.54,2656.93,2615.54,2649.95,15932000,2649.95
2007-09-12,2571.14,2618.08,2571.14,2615.54,12296400,2615.54
2007-09-11,2544.25,2573.99,2544.24,2571.14,10244800,2571.14
2007-09-10,2546.69,2559.36,2535.08,2544.25,10376600,2544.25
2007-09-07,2531.93,2555.71,2524.31,2546.69,12116600,2546.69
2007-09-06,2533.04,2544.4,2522.38,2531.93,6778200,2531.93
2007-09-05,2530.16,2541.63,2521.25,2533.04,7911000,2533.04
2007-09-04,2525.34,2542.52,2520.46,2530.16,15143000,2530.16
2007-09-03,2526.59,2538.46,2511.87,2525.34,12459600,2525.34
2007-08-31,2482.01,2535.31,2482.01,2526.59,17879400,2526.59
2007-08-30,2489.97,2494.7,2467.65,2482.01,32599200,2482.01
2007-08-29,2484.68,2497.99,2478.4,2489.97,7334000,2489.97
2007-08-27,2475.68,2492.74,2475.04,2484.68,7718400,2484.68
2007-08-24,2462.26,2479.83,2461.75,2475.68,11513800,2475.68
2007-08-23,2454.76,2478.95,2454.76,2462.26,10557800,2462.26
2007-08-22,2458.13,2468.65,2454.76,2454.76,11687400,2454.76
2007-08-21,2439.22,2465.27,2439.21,2458.13,18010800,2458.13
2007-08-20,2424.05,2444.68,2424.05,2439.22,13458400,2439.22
2007-08-17,2414.52,2433.12,2414.06,2424.05,6035000,2424.05
2007-08-16,2424.93,2433.41,2414.52,2414.52,8362400,2414.52
2007-08-15,2434.9,2434.9,2417.38,2422.17,6472000,2422.17
2007-08-14,2427.37,2431.58,2419.61,2420.16,4642200,2420.16
2007-08-13,2422.17,2440.53,2419.3,2427.37,8221800,2427.37
2007-08-10,2434.99,2435.14,2419.02,2422.17,1026000,2422.17
2007-08-09,2431.17,2439.76,2426.21,2434.99,1609600,2434.99
2007-08-08,2419.86,2437.43,2417.49,2431.17,2921000,2431.17
2007-08-07,2431.36,2432.29,2414.1,2419.86,2692600,2419.86
2007-08-06,2449.09,2449.78,2428.97,2431.36,4382600,2431.36
2007-08-03,2423.37,2459.88,2423.37,2449.09,4824400,2449.09
2007-08-02,2429.83,2432.36,2412.84,2423.37,3004800,2423.37
2007-08-01,2442.11,2447.39,2424.95,2429.83,15979800,2429.83
2007-07-31,2441.4,2452.55,2420.14,2442.11,5071200,2442.11
2007-07-30,2461.54,2462.82,2434.28,2441.4,5385800,2441.4
2007-07-27,2460.05,2475.6,2454.18,2461.54,3226200,2461.54
2007-07-26,2438.16,2469.35,2431.37,2460.05,1654400,2460.05
2007-07-25,2411.76,2462.98,2411.76,2438.16,3609800,2438.16
2007-07-24,2390.36,2421.96,2390.33,2411.76,6089200,2411.76
2007-07-23,2384.05,2410.29,2379.95,2390.36,1526000,2390.36
2007-07-20,2365.77,2395.9,2365.77,2384.05,4724600,2384.05
2007-07-19,2354.98,2384.96,2336.78,2365.77,2288600,2365.77
2007-07-18,2388.38,2399.11,2352.86,2354.98,2810200,2354.98
2007-07-17,2425.96,2429.17,2373.39,2388.38,3954400,2388.38
2007-07-16,2463.95,2473.42,2425.96,2425.96,2571600,2425.96
2007-07-13,2474.57,2480.99,2452.36,2463.95,1996400,2463.95
2007-07-12,2471.85,2484.77,2465.47,2474.57,2735400,2474.57
2007-07-11,2478.69,2491.11,2470.95,2471.85,1394600,2471.85
2007-07-10,2510.92,2515.4,2477.39,2478.69,4249200,2478.69
2007-07-09,2523.96,2533.54,2510.92,2510.92,2001000,2510.92
2007-07-06,2539.21,2541.35,2517.22,2523.96,2767000,2523.96
2007-07-05,2554.12,2554.33,2537.75,2539.21,2059400,2539.21
2007-07-04,2559.24,2561.06,2545.82,2554.12,1248600,2554.12
2007-07-03,2563.29,2569.56,2556.63,2559.24,2766200,2559.24
2007-07-02,2572.2,2585.82,2561.56,2563.29,3837600,2563.29
2007-06-29,2566.84,2579.23,2562.74,2572.2,11461400,2572.2
2007-06-28,2570.47,2577.26,2563.34,2566.84,16951200,2566.84
2007-06-27,2572.27,2581.88,2569.65,2570.47,4987600,2570.47
2007-06-26,2564.99,2578.09,2564.81,2572.27,1736400,2572.27
2007-06-25,2588.85,2594.41,2564.44,2564.99,2348000,2564.99
2007-06-22,2611.75,2614.96,2588.69,2588.85,5294000,2588.85
2007-06-21,2620.43,2621.62,2606.7,2611.75,3327200,2611.75
2007-06-20,2606.17,2625.89,2606.17,2620.43,5506000,2620.43
2007-06-19,2594.5,2614.05,2594.5,2606.17,3253000,2606.17
2007-06-18,2602.97,2610.63,2594.5,2594.5,5053400,2594.5
2007-06-15,2590.61,2605.82,2586,2602.97,8564200,2602.97
2007-06-14,2600.81,2610.4,2588.59,2590.61,13730600,2590.61
2007-06-13,2581.04,2604.19,2581.04,2600.81,6260600,2600.81
2007-06-12,2557.11,2593.85,2555.88,2581.04,66952000,2581.04
2007-06-11,2555.51,2566.54,2547.06,2557.11,3807200,2557.11
2007-06-08,2549.74,2569.19,2534.99,2555.51,3489600,2555.51
2007-06-07,2554.81,2561.64,2544.13,2549.74,6874400,2549.74
2007-06-06,2529.93,2558.34,2529.32,2554.81,5141800,2554.81
2007-06-05,2512.55,2537.03,2512.55,2529.93,2760000,2529.93
2007-06-04,2525.83,2528.11,2512.13,2512.55,1989400,2512.55
2007-06-01,2508.3,2531.28,2508.3,2525.83,3976800,2525.83
2007-05-30,2506.32,2513.25,2496.07,2508.3,2471600,2508.3
2007-05-29,2537.68,2537.68,2502.88,2506.32,8767800,2506.32
2007-05-28,2559.54,2562.35,2537.24,2537.68,2165400,2537.68
2007-05-25,2562.7,2580.8,2557.21,2559.54,3358400,2559.54
2007-05-24,2567,2572.89,2551.14,2562.7,5071600,2562.7
2007-05-23,2591.32,2598.13,2563.4,2567,3026600,2567
2007-05-22,2612.56,2613.98,2583.78,2591.32,3390200,2591.32
2007-05-21,2571.46,2629.69,2571.46,2612.56,51313000,2612.56
2007-05-18,2493.87,2577.2,2493.87,2571.46,7672200,2571.46
2007-05-17,2525.89,2531.85,2455.19,2493.87,250371200,2493.87
2007-05-16,2587.85,2600.67,2504.5,2525.89,13396000,2525.89
2007-05-15,2665.59,2666.97,2574.6,2587.85,8065800,2587.85
2007-05-14,2675.34,2686.14,2652.59,2665.56,6479000,2665.56
2007-05-11,2700.19,2701.03,2669.37,2675.34,6391200,2675.34
2007-05-10,2705.65,2709.17,2697.75,2700.19,4695000,2700.19
2007-05-09,2707.47,2711.32,2684.99,2705.65,6951800,2705.65
2007-05-08,2753.32,2765.13,2691.21,2707.47,4922600,2707.47
2007-05-07,2787.3,2796.81,2753.32,2753.32,4166800,2753.32
2007-05-04,2800.97,2805.97,2780.24,2787.3,1764200,2787.3
2007-05-03,2811.29,2813.03,2794.97,2800.97,2795800,2800.97
2007-04-30,2824.64,2825.66,2795.67,2811.29,2111200,2811.29
2007-04-27,2844.07,2849.16,2817.95,2824.64,2931800,2824.64
2007-04-26,2817.78,2847.8,2817.78,2844.07,4207400,2844.07
2007-04-25,2785.9,2834.26,2785.9,2817.78,3832400,2817.78
2007-04-24,2786.65,2805.45,2770.38,2785.9,3706400,2785.9
2007-04-23,2766.62,2787.9,2766.62,2786.65,2897200,2786.65
2007-04-20,2823.93,2823.93,2762.03,2766.62,2923600,2766.62
2007-04-19,2843.28,2854.69,2820.34,2823.93,2268400,2823.93
2007-04-17,2839.79,2856.92,2838.75,2843.28,4109800,2843.28
2007-04-16,2820.37,2843.4,2820.37,2839.79,5504600,2839.79
2007-04-11,2807.12,2828.48,2807.05,2820.37,3574600,2820.37
2007-04-10,2809.24,2817.4,2803.33,2807.12,6986800,2807.12
2007-04-09,2788.91,2812.64,2788.91,2809.24,1660400,2809.24
2007-04-05,2795.63,2804.21,2785.78,2788.91,7831000,2788.91
2007-04-04,2804,2809.23,2790.28,2795.63,2720800,2795.63
2007-04-03,2789.81,2809.56,2779.28,2804,14318800,2804
2007-03-30,2792.15,2801.06,2766.71,2789.81,8935800,2789.81
2007-03-29,2801.29,2805.01,2780.97,2792.15,4463600,2792.15
2007-03-28,2813.07,2818.15,2797.12,2801.29,2926400,2801.29
2007-03-27,2824.85,2824.85,2813.07,2813.07,11014400,2813.07
2007-03-26,2862.74,2862.74,2824.85,2824.85,9076200,2824.85
2007-03-23,2866.61,2866.61,2862.74,2862.74,9506000,2862.74
2007-03-22,2842.9,2866.61,2842.9,2866.61,7638600,2866.61
2007-03-21,2821.99,2842.9,2821.99,2842.9,17862000,2842.9
2007-03-20,2755.14,2821.92,2755.14,2821.92,8065400,2821.92
2007-03-19,2729.7,2752.74,2729.7,2752.74,4007400,2752.74
2007-03-16,2731.85,2731.85,2729.21,2729.21,10323200,2729.21
2007-03-15,2738.85,2738.85,2731.85,2731.85,13021000,2731.85
2007-03-14,2803.04,2803.04,2738.85,2738.85,12602200,2738.85
2007-03-13,2803.65,2803.65,2803.04,2803.04,6066200,2803.04
2007-03-12,2862.73,2865.41,2800.29,2803.65,13364600,2803.65
2007-03-09,2842.22,2862.73,2842.22,2862.73,3480000,2862.73
2007-03-08,2907.5,2907.5,2842.22,2842.22,8330400,2842.22
2007-03-07,2913.59,2913.59,2907.5,2907.5,8748400,2907.5
2007-03-06,2965.88,2965.88,2913.59,2913.59,13900400,2913.59
2007-03-05,2981.2,2981.2,2965.88,2965.88,7968400,2965.88
2007-03-02,2967.27,2981.2,2967.27,2981.2,21616800,2981.2
2007-03-01,2982.89,2982.89,2967.27,2967.27,21244200,2967.27
2007-02-28,2996.49,2996.49,2982.89,2982.89,18359600,2982.89
2007-02-27,3012.32,3012.32,2996.49,2996.49,11779200,2996.49
2007-02-26,2986.74,3012.32,2986.74,3012.32,23370200,3012.32
2007-02-23,2989.72,2989.72,2986.74,2986.74,17341200,2986.74
2007-02-22,2978.14,3001.07,2974.71,2989.72,13103000,2989.72
2007-02-21,2978.64,2978.64,2978.14,2978.14,18706800,2978.14
2007-02-20,3006.45,3006.45,2978.64,2978.64,12144800,2978.64
2007-02-19,3011.17,3038.48,3003.29,3004.23,11931600,3004.23
2007-02-15,3010.67,3011.17,3010.67,3011.17,16078600,3011.17
2007-02-14,3016.42,3016.42,3010.67,3010.67,23876800,3010.67
