CEYLON LEATHER[W.0014] 	 14.30 	 14.2025/08/11 	 15.00 	 14.20 	 219,700 	 25,000,000 	 398000 	 24,987,924
CEYLON LEATHER[W.0013] 	 14.10 	 14.3025/08/11 	 14.50 	 14.00 	 68,100 	 25,000,000 	 291006 	 24,988,124
CEYLON 	 LEATHER 	 93.50 	 93.4025/08/11 	 97.00 	 93.40 	 1,659,600 	 25,000,000 	 366610 	 2,337,500,000 	 24,803,770
HAYLEYS 	 - 	 MGT 	 33.80 	 33.5025/08/11 	 35.00 	 33.50 	 10,127,118 	 49,177,492 	 57400 	 1,662,199,230 	 17,412,718
KURUWITA 	 TEXTILE 	 27.70 	 27.7024/08/11 	 0.00 	 0.00 	 1,172,800 	 25,000,000 	 0 	 692,500,000 	 24,730,541
D 	 IRI 	 SAVI 	 BOARD
ODEL 	 PLC 	 36.40 	 36.3025/08/11 	 37.10 	 36.00 	 212,400 	 144,950,000 	 6683760 	 5,276,180,000 	 144,481,800
H 	 EALTH 	 CARE
M 	 AIN 	 BOARD
ASIRI 	 9.20 	 9.1025/08/11 	 9.80 	 9.10 	 4,305,290 	 889,263,050 	 5349130 	 8,181,220,060 	 782,621,692
ASIRI 	 SURG 	 8.40 	 8.5025/08/11 	 8.90 	 8.00 	 702,530 	 528,457,545 	 1696120 	 4,439,043,378 	 470,258,575
DURDANS 	 97.20 	 97.2024/08/11 	 0.00 	 0.00 	 55,295 	 25,527,272 	 0 	 2,481,250,838 	 5,953,741
DURDANS[X.0000] 	 79.00 	 79.0025/08/11 	 79.00 	 79.00 	 190,448 	 8,345,454 	 23700 	 7,783,168
NAWALOKA 	 3.90 	 3.9025/08/11 	 4.00 	 3.90 	 2,120,930 	 1,409,505,596 	 821640 	 5,497,071,824 	 1,210,886,730
LANKA 	 HOSPITALS 	 63.00 	 63.0025/08/11 	 68.00 	 61.20 	 64,352,492 	 223,732,169 	 89689464 	 14,095,126,647 	 198,894,150
D 	 IRI 	 SAVI 	 BOARD
ASIRI 	 CENTRAL 	 200.90 	 200.7025/08/11 	 202.50 	 200.70 	 3,200 	 22,333,957 	 662850 	 4,486,891,961 	 15,008,593
H 	 OTELS 	 AND 	 TRAVELS
M 	 AIN 	 BOARD
A.SPEN.HOT.HOLD. 	 76.00 	 75.5025/08/11 	 76.00 	 75.50 	 2,269,527 	 336,290,010 	 562050 	 25,558,040,760 	 107,859,409
AMAYA 	 LEISURE 	 107.00 	 107.0025/08/11 	 110.00 	 107.00 	 378,989 	 48,034,238 	 238690 	 5,139,663,466 	 47,106,088
AHOT 	 PROPERTIES 	 92.00 	 94.0025/08/11 	 94.00 	 91.50 	 30,655,500 	 442,775,300 	 9450850 	 40,735,327,600 	 110,854,880
BERUWELA 	 WALKINN 	 178.00 	 178.0024/08/11 	 0.00 	 0.00 	 730,534 	 900,000 	 0 	 160,200,000 	 875,079
BROWNS 	 BEACH 	 18.00 	 18.0025/08/11 	 18.30 	 18.00 	 186,825 	 129,600,000 	 195200 	 2,332,800,000 	 71,625,855
HOTELS 	 CORP. 	 28.50 	 28.5025/08/11 	 28.70 	 28.50 	 171,825,201 	 185420 	 4,897,018,229 	 170,253,295
CITRUS 	 LEISURE[W.0019] 	 20.50 	 20.4025/08/11 	 22.00 	 18.00 	 1,360,060 	 62,922,604 	 94737011 	 62,916,496
CITRUS 	 LEISURE 	 76.00 	 75.1025/08/11 	 79.90 	 75.10 	 47,191,953 	 36626910 	 3,586,588,428 	 46,601,054
CITRUS 	 LEISURE[W.0018] 	 24.80 	 25.0025/08/11 	 25.50 	 22.30 	 31,461,302 	 10513934 	 31,458,248
CITRUS 	 LEISURE[W.0017] 	 32.10 	 32.6025/08/11 	 33.50 	 30.10 	 31,461,302 	 9589912 	 31,458,248
CONFIFI 	 HOTEL 	 242.50 	 242.5025/08/11 	 242.50 	 242.50 	 19,950 	 7,200,000 	 24493 	 1,746,000,000 	 6,609,911
DOLPHIN 	 HOTELS 	 45.70 	 45.6025/08/11 	 45.80 	 45.50 	 155,700 	 31,621,477 	 68470 	 1,445,101,499 	 30,332,468
